,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
7578,Greys,5.0,363.633167578,63078.3383527,Foreign_Affairs,121.211055859,No,520.400865297,No,Female,After_16:00,0.0631246101111,0.924605327891,5.59788640589,6.35080737062,9.53363074688,2.55832512164,9251.0,23.0381438043,408.011063708,,50473.7049506,Maybe,270817.060602,20.1992837424,144.310606911,88.2289786125,14823.3311184,40.0,45_and_up,0.0,614.597981779,6.0,Motorcycle_or_truck,Industry_or_other,390.695875824,3.0,No
1168,Purples,3.0,139.545891162,16148.0391979,Healthcare,46.515297054,No,347.155456821,Yes,Male,After_16:00,0.655290912138,0.904091882054,7.36210960196,0.243980840314,6.75711354241,1.02886801818,7048.0,28.1011085259,415.785710676,4303.12598956,51265.3163109,No,120516.911201,20.3908241784,176.453631513,91.2361338735,2220.18815708,80.0,Below_30,2.0,671.9839177,14.0,Motorcycle_or_truck,Student_or_Unemployed,526.122464818,0.0,Yes
1335,Purples,8.0,383.055079811,47727.3910388,Education,127.685026604,No,373.790038725,Yes,Female,By_16:00,0.108347314876,0.844372305321,9.55278538633,0.402805013582,1.73102263361,5.67137255566,7820.0,52.9103456065,349.03062669,4435.96164063,45264.7883145,No,139718.99305,18.6823613788,198.031389802,97.6994887693,16441.1510454,100.0,45_and_up,3.0,590.374122697,12.0,Public_or_other,,477.735109608,0.0,No
2356,Yellows,3.0,-75.3905612041,-3756.28292466,Education,-25.130187068,Yes,149.472939238,Yes,Female,By_16:00,0.339007731294,0.51844992605,7.75557648623,8.1056119455,6.13667706726,2.94374085497,8461.0,88.8581285253,336.910715648,2168.55082368,45038.4064341,Yes,22342.1595644,18.3551277753,424.723361552,41.7597488035,616.396115006,100.0,Below_30,3.0,656.091051382,13.0,Car,Services_or_Retail,675.848226749,0.0,No
7539,Purples,2.0,851.529292265,114982.226448,Healthcare,283.843097422,No,405.090796615,Yes,Female,After_16:00,0.949779727031,0.634827902075,3.91459027072,7.66879029339,7.95682932017,5.98788913339,4727.0,40.7727189595,418.594057587,4888.09608133,52005.815781,No,164098.553503,20.4595712953,125.169869138,95.6602916587,80860.7470514,80.0,45_and_up,1.0,670.107810437,10.0,Public_or_other,Public_Sector,505.728157894,0.0,Yes
4837,Greens,9.0,437.538845633,42015.1948251,Financial,145.846281878,,288.078614581,Yes,Female,After_16:00,0.628387972014,0.517792697297,8.28307752265,7.04885258107,3.25315306429,0.151544271503,8394.0,64.620806044,514.510498461,3909.80714273,,No,82989.2881789,22.6828238644,279.464982095,95.6842865096,21426.9842194,,45_and_up,3.0,832.668532606,10.0,Public_or_other,Industry_or_other,681.602445066,3.0,Yes
6093,Greys,6.0,398.661311804,68009.2698119,Military,132.887103935,No,511.782315952,No,Male,After_16:00,0.965399504639,0.282654068433,8.65954675246,9.47832524078,8.93070193008,7.78401615098,4070.0,99.2617902346,373.077976244,5863.97911201,48163.0255079,Maybe,261921.138922,19.3152265388,,13.0123076262,17801.8694961,30.0,30-45,1.0,596.00249798,7.0,Foot_or_bicycle,Public_Sector,418.10817553,1.0,Yes
5163,Blues,6.0,1055.54858238,,Financial,351.84952746,Yes,674.564929713,No,Male,By_16:00,0.0650378295686,0.456787407398,1.3802886894,8.78505985951,1.02698940784,9.13566649193,3609.0,13.1773626665,490.927184885,7727.5036669,57641.9037164,Yes,455037.844399,22.1568766952,265.618249902,98.9730091067,124159.939501,60.0,Below_30,2.0,659.293679379,10.0,Motorcycle_or_truck,Industry_or_other,300.005440021,0.0,No
8402,Greens,5.0,164.738669188,13620.7053119,Social,54.9128897292,No,248.042042207,Yes,Male,By_16:00,0.232200015103,0.746788144344,2.5184878544,4.40385418944,6.6866932367,4.86186150461,9279.0,70.9256652743,494.19389102,3468.80820411,57969.4595383,No,61524.8547021,22.2304721277,278.341017612,39.4035473233,3080.33834814,70.0,Below_30,3.0,778.649000468,13.0,Car,Industry_or_other,618.140588659,0.0,No
1742,Purples,6.0,292.443417954,30309.2882334,Healthcare,,No,310.924640864,Yes,Female,By_16:00,0.172285567969,0.848303056322,4.3987458013,1.81969204452,3.19497835357,5.38228322286,3217.0,90.4904200928,383.410760971,3876.06793058,48256.8878021,No,96674.1322962,19.5808774311,224.827177803,20.5813639797,9610.05366206,80.0,Below_30,2.0,643.516671346,11.0,Foot_or_bicycle,Industry_or_other,534.709044772,3.0,Yes
3117,Yellows,1.0,1194.05027188,208930.859184,Environment,398.016757295,Yes,524.929805981,No,Female,By_16:00,0.2379805909,0.710253032623,9.29883229779,2.74881539866,6.24256511452,5.00602142885,8880.0,75.9240206098,357.947300817,5965.19266145,,Yes,275551.301208,18.919495258,266.977756012,54.527100455,158825.355845,90.0,Below_30,3.0,512.310497106,14.0,Foot_or_bicycle,Student_or_Unemployed,275.329891543,3.0,No
9761,Greens,8.0,325.62474083,32914.4135835,Healthcare,108.541580277,No,303.242439437,Yes,Female,After_16:00,0.308223719709,0.0223573495168,1.1674239533,9.73080598284,8.13727268716,6.80961961392,5898.0,,515.950729318,4064.32585301,61779.0473173,No,91955.977076,22.7145488469,258.760083132,2.93770038988,11899.8162293,80.0,30-45,3.0,828.329193839,13.0,Car,Hightech,667.298587017,1.0,No
9456,Greens,4.0,262.806600673,23508.191763,Social,87.6022002244,No,268.351613347,Yes,Female,By_16:00,0.92934110947,0.891272722278,5.66907675238,1.10453751869,0.637654531747,1.76924551371,9174.0,59.4822672196,457.682678759,3598.88149099,55596.3681443,No,72012.5883862,21.3935195505,,13.3060577791,7771.74768439,70.0,30-45,1.0,752.222972581,11.0,Car,Hightech,626.946800727,0.0,No
3480,Blues,10.0,1324.50727644,217062.21596,Financial,441.502425481,Yes,491.644447308,Yes,Male,By_16:00,,0.0787125409115,6.28073813394,9.20646072598,9.47038063547,9.19137681369,4150.0,17.7257451229,116.761449093,5149.96737126,20890.1048433,Yes,241714.262569,10.8056211803,526.729236796,62.8221318359,195375.894131,60.0,Below_30,5.0,223.624386123,8.0,Car,Student_or_Unemployed,138.749274418,1.0,Yes
7880,Purples,3.0,212.369187501,29266.7832521,Healthcare,70.7897291669,No,413.432620756,Yes,Male,By_16:00,0.94280834822,0.537874989212,0.364565278869,0.354086721782,0.955806004349,7.9241663171,4874.0,33.2581066759,387.730976031,4909.78815962,48260.8699784,No,170926.531905,19.6908856081,152.395314113,38.8859057333,5091.97548469,80.0,30-45,3.0,612.34543057,10.0,Car,Student_or_Unemployed,444.088580133,0.0,Yes
9335,Browns,10.0,616.609599504,58849.116307,Education,205.536533168,No,286.319494641,Yes,Male,After_16:00,0.694996741368,0.297141730553,9.77005829802,3.70769598987,8.31043926533,8.28907012707,8225.0,4.82624836732,371.775850865,3606.74664814,43588.0754838,No,81978.8530116,19.2814898508,272.247862186,64.1714400146,42460.8029999,100.0,30-45,1.0,558.416650149,10.0,Motorcycle_or_truck,,390.372869812,0.0,No
9188,Pinks,9.0,205.143072681,49553.7679693,Healthcare,68.381024227,No,724.671332865,No,Female,After_16:00,0.394703516504,0.86966331536,1.94306130055,9.58632087335,4.93894832209,4.32141015539,4627.0,22.2814887064,646.385282485,8539.48389362,75102.4067558,No,525148.540677,25.4241082928,268.797069998,24.1734440904,4754.34549857,80.0,Below_30,2.0,894.913267921,7.0,Public_or_other,Services_or_Retail,481.398760796,0.0,No
6322,Yellows,6.0,-188.977974275,,Education,-62.9926580915,Yes,542.969496298,No,Male,After_16:00,0.48723834753,0.417687121546,1.83625062462,3.26918868115,6.84675216209,1.66688164463,3167.0,93.9403000521,599.381419336,6628.45780165,66560.5477669,Yes,294815.87391,24.4822674468,142.206396639,62.9658613587,3915.08231535,100.0,Below_30,2.0,797.643548401,16.0,Motorcycle_or_truck,Hightech,407.806642736,,No
731,Greens,9.0,593.779322544,52431.2245125,Financial,197.926440848,No,264.902578391,Yes,Female,After_16:00,0.0218094077427,0.297673156019,,1.23317622114,0.0521841621958,5.00598332379,4463.0,12.0904811891,488.512584641,3626.0509532,57858.6692302,No,70173.3760384,22.1023207976,264.48545835,40.7688904554,39382.8024276,60.0,Below_30,3.0,776.462858501,8.0,Public_or_other,Industry_or_other,620.62254897,2.0,Yes
8024,Purples,9.0,334.358377037,39946.246186,Healthcare,111.452792346,No,358.414045492,Yes,Male,After_16:00,0.807971020229,0.735461661126,9.16721572168,8.94028278068,9.13547613658,2.11704781046,9731.0,89.5232193405,430.541498977,4445.22345287,51508.1403457,,128460.628006,20.7494939451,159.369080204,80.9096345911,12543.177714,80.0,45_and_up,1.0,661.845746111,13.0,Public_or_other,Public_Sector,477.033984965,0.0,Yes
4959,Browns,2.0,250.753294498,25412.9899072,Financial,83.5844314993,No,304.039752994,Yes,Female,By_16:00,0.328465301543,0.886553036049,9.04159608996,2.29806126095,1.8734405865,9.65426856419,6692.0,11.4621510962,370.980638066,3782.35880607,43576.945762,No,92440.1714007,19.2608576669,263.728738488,29.7842571512,7079.94162055,60.0,30-45,2.0,554.065221642,5.0,Motorcycle_or_truck,Services_or_Retail,379.557344167,3.0,Yes
9783,Purples,7.0,426.264898198,61870.5311616,Financial,142.088299399,No,435.437199426,Yes,Male,After_16:00,0.443821099587,0.861905671889,1.06401272351,0.525670261122,5.67651789635,8.1690049218,4114.0,21.7004523845,373.589415103,5101.55082447,49812.0805793,No,189605.554644,19.328461271,148.742576669,99.7152764583,20341.1731255,60.0,Below_30,4.0,652.002345293,12.0,Motorcycle_or_truck,Services_or_Retail,544.456303515,1.0,No
2392,Purples,6.0,111.908219712,14066.2281276,Social,37.3027399041,No,377.082974703,Yes,Female,After_16:00,0.250618200051,0.815807920648,4.42783418577,4.42487768829,4.14765272057,3.35273867939,9975.0,89.8510045605,420.442193656,4611.71413434,50530.4186453,No,142191.569811,20.5046871143,152.92790826,1.27883914392,1438.79714426,70.0,45_and_up,0.0,644.03306704,12.0,Car,Public_Sector,455.853590559,2.0,No
9252,Pinks,4.0,550.696906827,127143.192899,Education,183.565635609,No,692.630690256,No,Female,By_16:00,0.947947632289,0.947042279178,2.85891307052,5.83720574388,4.83606057242,0.340738557279,8497.0,4.29028980434,650.188627828,8226.68415821,74989.090397,No,479737.273084,25.4987965957,244.610217438,5.04259397276,33889.9082122,100.0,30-45,4.0,897.895408777,11.0,Car,Public_Sector,486.925149412,0.0,No
6663,Browns,6.0,630.145980712,73254.6878488,Financial,210.048660237,No,348.751035908,Yes,Male,By_16:00,0.312379936455,0.710824744077,6.01619833848,0.188725413755,0.386729892343,0.128312688321,7714.0,35.4194807587,409.549390341,4306.60913976,48688.1595872,No,121627.285047,20.2373266599,187.98075756,27.831410314,44340.4883277,60.0,45_and_up,4.0,620.761745103,6.0,Motorcycle_or_truck,Public_Sector,,1.0,Yes
3888,Blues,,1534.3668379,,Healthcare,511.455612633,Yes,202.251390526,Yes,Female,After_16:00,0.472187431064,0.871302313637,2.48820155859,7.18180096475,8.95345796831,2.11379045621,9642.0,40.9531735117,620.091782153,3262.69746957,55912.5792439,Yes,40905.6249697,24.9016421578,493.926581294,58.1885711988,262108.299307,80.0,Below_30,3.0,640.63302631,12.0,Public_or_other,Hightech,124.650566639,0.0,No
6246,Greens,6.0,172.595747389,18863.1535396,Financial,57.5319157965,No,327.872855935,Yes,Male,By_16:00,0.827493718127,0.463686171221,4.59773677634,8.42564914143,5.38105681539,0.37887342507,4684.0,91.8573303847,500.859653479,4280.44786631,60482.5289458,No,107500.609659,22.3798939559,225.201131185,58.1114886329,3377.45325101,60.0,45_and_up,1.0,806.167889302,12.0,Public_or_other,Services_or_Retail,645.213831156,0.0,Yes
9625,Pinks,8.0,999.339990522,233598.375331,Environment,333.113330174,No,701.257962896,No,Male,By_16:00,0.760630226927,0.638189527206,3.64677942824,3.59692058526,5.7669801102,7.66944605391,4517.0,14.489523042,614.32439341,8241.22841577,72646.7736751,No,491762.730524,24.7855682487,231.488148987,95.1392632443,111307.60407,90.0,30-45,3.0,874.744638035,,Public_or_other,Services_or_Retail,503.453775353,0.0,Yes
1148,Browns,,218.797883503,35536.6474036,Environment,72.9326278344,No,487.253078064,Yes,Female,By_16:00,0.719350324478,0.232828907203,1.88889540033,6.60951687954,6.06019257335,5.15759894624,8861.0,98.0989014497,440.092236836,5752.71525431,53381.5953692,No,237415.562083,20.9783754575,92.9831254989,92.2810644144,5402.10083066,90.0,30-45,1.0,659.828192595,9.0,Motorcycle_or_truck,Hightech,430.039743273,0.0,Yes
7940,Blues,8.0,1480.32409122,56417.8085753,Social,493.441363741,Yes,114.335385562,Yes,Male,By_16:00,0.0175231969915,0.0434792446904,3.46014613984,4.70908336574,3.78683606163,4.85138101503,6875.0,89.7244909313,2.67716220226,1148.70818002,8811.70220542,Yes,13072.5803915,1.63620359438,663.673876961,58.9845488546,243987.820814,70.0,30-45,1.0,158.491412249,9.0,Car,Hightech,289.296855422,0.0,Yes
5102,Browns,9.0,744.381896343,120380.896731,Education,248.127298781,No,485.157809407,Yes,Male,After_16:00,0.700720595662,0.0535326933023,3.90549508622,0.744606484659,4.4228113885,8.04228150053,7478.0,8.39692770969,440.867095573,5733.31228522,54117.7095678,No,235378.100029,20.9968353704,72.4288606819,2.68080763053,61825.2836992,100.0,30-45,2.0,675.745279175,9.0,Foot_or_bicycle,Student_or_Unemployed,460.898224438,,No
3668,Pinks,6.0,438.040504493,49588.569945,Environment,146.013501498,No,339.616332986,Yes,Male,By_16:00,0.868627748918,0.233245057985,5.29035722138,6.93864371628,0.317152522039,3.73182761716,7279.0,9.50198797509,372.173810903,4140.51095166,44815.2658595,No,115339.253631,19.2918068335,226.893976385,69.6111333091,21475.9561211,90.0,45_and_up,1.0,570.3937876,10.0,Public_or_other,Public_Sector,402.951448978,0.0,No
4166,Purples,10.0,659.99856221,68923.6068635,Social,219.999520737,No,313.289804599,Yes,Female,After_16:00,0.660525102867,0.240007880609,2.77211057721,1.00371815963,8.2985325763,0.849735741504,4291.0,51.6776762204,418.453307421,3969.80466083,51845.1566467,No,98150.5016656,20.4561312916,214.501789931,47.3998233676,48629.7886452,70.0,30-45,3.0,691.479682678,10.0,Motorcycle_or_truck,Public_Sector,567.085451078,0.0,Yes
4467,Browns,1.0,379.094425944,,Social,126.364808648,No,464.740039023,Yes,Male,After_16:00,0.552493136609,0.165477323113,2.81851978274,8.16663922509,8.22622945067,9.11904938752,8538.0,39.2649193993,393.364598358,5434.12958695,49765.8050055,No,215983.303871,19.8334212469,122.139829793,15.401553805,16104.4296733,70.0,Below_30,3.0,626.50337011,7.0,Car,Hightech,452.002455371,0.0,Yes
9317,Yellows,7.0,13.5406814224,3122.72707026,Financial,4.51356047415,Yes,691.854487859,No,Male,By_16:00,0.177343043033,0.848335251445,4.8421717342,5.36235893378,1.3814834645,7.56764466409,8232.0,36.4975058706,557.991650597,8034.52817978,65943.6512062,Yes,478662.63237,23.6218468922,217.744113277,12.7786305966,34.8857886279,,Below_30,3.0,778.829953124,10.0,Motorcycle_or_truck,Industry_or_other,414.904037602,0.0,Yes
859,Purples,2.0,671.1927569,105701.098842,Healthcare,223.730918967,No,472.447435205,Yes,Female,After_16:00,,,9.21042299131,5.94914903864,5.29048061231,7.97884440515,5189.0,90.4160957783,414.930496185,5554.33534442,52222.5790525,No,223206.579032,20.369842812,92.0604734584,31.6553317243,50289.2550206,80.0,Below_30,0.0,659.737254417,11.0,Public_or_other,Hightech,478.11012866,0.0,Yes
5902,Purples,10.0,263.660542024,34475.9254322,Environment,87.8868473413,No,392.276278819,Yes,Female,By_16:00,0.0259596882388,0.0863457892556,2.06055406248,9.84052888118,8.47623702837,5.92036022572,6564.0,97.6277407724,366.310423235,4655.38363466,46952.9587864,No,153880.678924,19.1392377914,173.175000926,20.0843887636,7821.98478293,90.0,Below_30,3.0,607.590230264,15.0,Foot_or_bicycle,Public_Sector,477.366442941,0.0,No
6074,Browns,4.0,537.816688922,58268.2071561,Healthcare,179.272229641,No,325.026398528,Yes,Female,After_16:00,0.884150862228,0.85199781158,5.46749409055,9.1297224327,1.27755117603,4.96856085723,4657.0,36.2771346932,383.117177768,4016.49834082,45759.9086989,No,105642.15974,19.573379314,226.294293493,39.6081576124,32327.8045499,80.0,Below_30,3.0,585.679528158,8.0,Foot_or_bicycle,Industry_or_other,416.742856627,1.0,Yes
8749,Blues,8.0,1034.36385775,141106.856057,Healthcare,344.787952585,Yes,409.256921534,Yes,Male,After_16:00,0.831174833467,0.637840800686,6.64448916679,9.46292214561,8.80541000748,7.37336550141,3785.0,79.2784200981,647.121173694,5386.81156273,68626.2532309,Yes,167491.227823,25.4385764872,186.341504925,70.0889827451,119233.5202,80.0,Below_30,0.0,838.534567376,13.0,Public_or_other,Hightech,430.399637795,0.0,No
7642,Browns,8.0,287.767852039,,Education,95.9226173465,No,317.119874521,Yes,,By_16:00,0.369247435359,0.839466303587,1.72407206846,4.57912336802,2.36803683918,2.70064396085,7452.0,74.430934526,378.516383327,3928.23151187,44859.5533294,No,100565.014816,19.4554975091,241.484950959,19.1211560043,9307.07113594,100.0,30-45,0.0,,10.0,Car,Hightech,399.443686799,3.0,Yes
6654,Greens,7.0,325.90799612,32956.1478008,Social,108.635998707,No,303.363049018,Yes,Male,After_16:00,0.687124120537,0.38465947751,7.51880725846,5.18340385752,4.95699551888,3.16660617013,5367.0,,522.613511456,4078.8575131,62013.4146624,No,92029.1395097,22.8607417084,250.923567054,14.185315487,11920.4162137,70.0,Below_30,1.0,827.800680703,9.0,Foot_or_bicycle,Student_or_Unemployed,654.224430982,0.0,Yes
9949,Greys,9.0,479.051829197,71628.4108713,Military,159.683943066,No,448.563640753,Yes,Male,By_16:00,0.07163995062,0.390642775455,8.29231263837,9.60777078988,2.22672278294,1.47321147379,3977.0,6.22449244838,354.8281551,5195.29271773,46126.0212628,Maybe,201209.339806,18.8368828393,165.381245539,72.2521399148,25668.645616,30.0,30-45,1.0,584.075333274,9.0,Motorcycle_or_truck,Services_or_Retail,439.747259216,1.0,No
4040,Greens,7.0,270.690007742,25238.8083,Healthcare,90.2300025806,No,279.716364604,Yes,Male,By_16:00,0.62743020989,0.410402408801,0.1222101436,0.498010555748,2.89661552059,7.47555107344,9606.0,79.5244997367,485.287870485,3767.73938701,58425.5620232,No,78241.244627,22.0292503387,264.428412748,56.7498882068,8241.68336828,80.0,30-45,4.0,787.49928916,10.0,Foot_or_bicycle,Hightech,645.537138526,0.0,No
2132,Greens,3.0,779.298022379,66410.1013705,Environment,259.76600746,No,255.653547667,Yes,Female,After_16:00,0.899516047444,0.127315944526,6.754222007,8.54336265009,1.31022682879,1.68909648666,4728.0,62.2519287048,493.464077756,3543.46363219,58670.2337701,No,65358.7364349,22.2140513585,284.472228296,32.4559841771,67748.144639,90.0,45_and_up,2.0,792.443834296,13.0,Motorcycle_or_truck,Services_or_Retail,645.521619097,0.0,No
6381,Greens,10.0,1018.7615908,94914.9321179,Financial,339.587196933,No,,Yes,Female,By_16:00,0.0425155609846,0.939083469799,2.23872581264,2.16779319569,4.49493279681,5.02514851047,6793.0,43.8666761154,529.689643795,3854.38843326,62539.5513673,No,78120.7612438,23.0149873734,280.077987707,52.2886026883,115669.051518,60.0,Below_30,2.0,839.733038613,10.0,Motorcycle_or_truck,Public_Sector,670.124535481,2.0,No
8790,Blues,2.0,1350.8558447,181261.861414,Social,450.285281567,Yes,402.54893694,Yes,Female,After_16:00,0.983322958229,0.391001487151,9.62214156985,7.74991127662,4.73512200406,4.40782828489,9108.0,25.5055533024,500.022076652,5025.5335227,58795.0141942,Yes,162045.646632,22.3611734185,99.3949960553,42.1160914935,203217.120077,70.0,30-45,2.0,750.055548205,10.0,Foot_or_bicycle,Industry_or_other,519.56157105,1.0,No
136,Greens,4.0,103.865031339,9973.02468785,Financial,34.6216771129,No,288.057238109,Yes,Female,After_16:00,0.764038212597,0.476881572045,3.36150965421,6.42814681865,5.39602861973,5.61960716266,7414.0,35.8219393296,487.789858945,3856.15209898,58928.6252525,No,82976.9724272,22.0859652029,261.415091989,35.4619580787,1243.28220322,60.0,45_and_up,2.0,794.087542275,10.0,Car,Public_Sector,652.541890827,7.0,No
5150,Browns,6.0,261.875332276,27291.6223886,Social,87.2917774255,No,312.648260736,Yes,Male,By_16:00,0.549122562166,0.0551166625228,8.17641819362,6.79377908586,1.99211823987,0.664845497813,7067.0,,362.51623203,3851.51507142,42642.7204387,No,,19.0398590339,270.262175747,13.5479232064,7717.14618352,70.0,30-45,0.0,538.538161939,6.0,Public_or_other,Services_or_Retail,362.017454078,0.0,No
